experimentPhase,trialnum,subject,task,noisePercent,targetLeftRightIfOne,streamsPerRing,whichStreamEachCue,resp0,button0,cuePos0,ansResp0,corrResp0,whichStreamResp0,whichRespCue0,respPosRelative0,resp1,button1,cuePos1,ansResp1,corrResp1,whichStreamResp1,whichRespCue1,respPosRelative1,resp2,button2,cuePos2,ansResp2,corrResp2,whichStreamResp2,whichRespCue2,respPosRelative2,ltrSequenceStream0,ltrSequenceStream1,ltrSequenceStream2,timingBlips,file,SOA,numTargets,corrStrm0,corrStrm1,corrStrm2,pCorrAll
main,11,Hubert,allCued,0,left,3,"[2, 1, 0]",O,0,10,E,0,2,0,1,F,0,10,F,1,1,1,0,P,0,10,U,0,0,2,1,XEODMGLTHFUPJQNVSZBIKRYA,MAKVPTRIZNFQXBGJOUEHYSDL,FQDRYXHVGZEOSTKLMNUIPABJ,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,1,0,0.3333333333333333
main,12,Hubert,allCued,0,left,3,"[2, 0, 1]",O,0,9,Q,0,2,0,1,L,0,9,L,1,0,1,0,P,0,9,P,1,1,2,0,ZQFMDUINYLPVKGAOHRXBTEJS,ZAQNJTVGLPEHBFIRXSKUOYMD,DSIHYFBKVQONGAXRPTZJMLUE,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,0,0.6666666666666666
main,13,Hubert,allCued,0,left,3,"[0, 2, 1]",I,0,9,Q,0,0,0,-2,N,0,9,V,0,2,1,9,K,0,9,E,0,1,2,2,PXFENRYIOQSZKDBLJHATVMGU,STYMJLNHFEVKRADBUZXOQIGP,JTKFIAQMZVYLSEUPGXNORBDH,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,14,Hubert,twoCued,0,left,3,"[1, 0]",A,0,10,H,0,1,0,1,F,0,10,F,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,KPGSUXBNVEFILHTMJOZRDQAY,PDXLORYKTVHABUJMGZNSIFEQ,LKUTPFHDSYMJXNZROEQAIVGB,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,0,NA,0.5
main,15,Hubert,allCued,0,left,3,"[2, 0, 1]",P,0,6,P,1,2,0,0,A,0,6,P,0,0,1,1,V,0,6,V,1,1,2,0,VHLQZNPAJITFESKMXGUDBORY,HRKXBYVDUQSFAEZIMTGNPJOL,YNDLRIPEMUSTFXVAZKQGHOBJ,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,1,1,0.6666666666666666
main,16,Hubert,twoCued,0,left,3,"[0, 2]",L,0,10,J,0,0,0,1,P,0,10,P,1,2,1,0,-999,-999,-999,-999,-999,-999,-999,-999,EPKGHAOTQZJLFNDXBMUVIYSR,TMZFXDUQBJROGPYHLANEKSIV,RBFXJKDISNPUZMQLYAGEOHVT,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,0,NA,1,0.5
main,17,Hubert,allCued,0,left,3,"[2, 1, 0]",E,0,6,U,0,2,0,12,P,0,6,B,0,1,1,1,Z,0,6,Z,1,0,2,0,IHXUYJZPQEGDNLSKTROMFVAB,TSOLUVBPHNRJFDMEGKYQZAXI,JSRAMLUOKHIZTNYDVGEXBFQP,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,18,Hubert,twoCued,0,left,3,"[1, 0]",A,0,8,A,1,1,0,0,S,0,8,S,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,BZVUHFOYSQPNMDXRLJGITEAK,QITFSOUGARXYEKPHLJBVDNZM,UEIGNJPQOZTADXHFRLMVBKSY,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,1,NA,1
main,19,Hubert,allCued,0,left,3,"[1, 0, 2]",I,0,9,I,1,1,0,0,P,0,9,P,1,0,1,0,O,0,9,O,1,2,2,0,RJZYNVXHAPGIFTUMDKBOQESL,FLZOYTHUJIEBGNVXAPSKMQRD,FDKNUYRQTOGPEBLXMZSHIVJA,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,1,1
main,20,Hubert,allCued,0,left,3,"[1, 2, 0]",E,0,6,E,1,1,0,0,B,0,6,E,0,2,1,7,J,0,6,J,1,0,2,0,DPSTNBJYIALOKEZHVUFRGQMX,FZKOUJEBTDQPSNHRAVIGXYLM,GHPIFREMXQNZLBOVDSYKJTUA,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,0,0.6666666666666666
main,21,Hubert,twoCued,0,left,3,"[1, 0]",I,0,9,I,1,1,0,0,E,0,9,H,0,0,1,1,-999,-999,-999,-999,-999,-999,-999,-999,TVILODAMNHEXYQGKZPUBFSRJ,KSPAFJETLIBRDMYQOHVXGNUZ,YUBZFPDVKQRHOJLXTIGASMEN,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,0,1,NA,0.5
main,22,Hubert,twoCued,0,left,3,"[0, 1]",Q,0,6,Q,1,0,0,0,M,0,6,M,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,KHJRGNQMVELFITOSBPXYDZAU,SVLFDRMKBPHAJYEGZIXNTOQU,NEQOIBDSMTYJHFVKARUZXGPL,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,1,NA,1
main,23,Hubert,allCued,0,left,3,"[0, 2, 1]",Q,0,9,O,0,0,0,1,O,0,9,Y,0,2,1,-8,P,0,9,Y,0,1,2,6,VDMGJIETHOQFZNKSYXPULRAB,DGZONKEIRYHXBAVPTMJFSQLU,ZOUTNKGLIYAFBRJMXESDQVPH,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,24,Hubert,twoCued,0,left,3,"[2, 1]",X,0,9,X,1,2,0,0,P,0,9,H,0,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,YTJPMERHDBKQVZXINULGAOFS,XTLQMDEFIHPYKGNVUSJZOBRA,NAREKQMILXVTGJPFHDBUZOYS,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,0,1,0.5
main,25,Hubert,allCued,0,left,3,"[0, 1, 2]",S,0,6,S,1,0,0,0,M,0,6,Z,0,1,1,1,X,0,6,Y,0,2,2,-3,ZJEKNPSMDBAIUQRVLYFHTGOX,DFTUBHZMSQIXGALVORYNJKPE,HFAXKSYVMGPDIRLBJTEONQUZ,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,26,Hubert,twoCued,0,left,3,"[0, 1]",H,0,8,H,1,0,0,0,A,0,8,A,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,DSVBTZJXHIAMERFOKPYQLGNU,VQEOUZMNABXLDYGPJTKHSRFI,PJLTKVABYDEFRHQSGMIXNZOU,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,1,NA,1
main,27,Hubert,allCued,0,left,3,"[2, 0, 1]",N,0,6,T,0,2,0,-6,Z,0,6,N,0,0,1,1,Y,0,6,Y,1,1,2,0,PBQKFANZYDGSROHTJEUMXILV,MARPFJYZHUIETDXQNLVKSBOG,NLQGUHTXKSMBFZOJEIVYDRAP,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,1,0,0.3333333333333333
main,28,Hubert,twoCued,0,left,3,"[2, 1]",X,0,9,X,1,2,0,0,E,0,9,E,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,PNHQGBDUKZEXOSYMAFTIRVJL,TIPQLXKMNEOBDHGRJVYSFZAU,NSGQHKZITXMAJPYORDUEBLFV,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,1,1,1
main,29,Hubert,allCued,0,left,3,"[1, 2, 0]",X,0,9,E,0,1,0,14,E,0,9,K,0,2,1,8,O,0,9,D,0,0,2,1,YGTRVKFMZDOJISQHEXUPANBL,LGITABVJPEKUNYZHOFRDQSMX,RYQXHLNOVKDUPZTSBEFAGIMJ,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,30,Hubert,allCued,0,left,3,"[0, 1, 2]",O,0,9,O,1,0,0,0,B,0,9,R,0,1,1,1,V,0,9,Z,0,2,2,-5,ZYFSPGAVNOUJMELRTXQBKHID,ZMYESPAJQRBHNITLOVUFGDKX,MSENVTFLBZHJYPUOQAKRIXDG,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,31,Hubert,allCued,0,left,3,"[1, 0, 2]",K,0,9,A,0,1,0,6,I,0,9,K,0,0,1,1,A,0,9,F,0,2,2,13,JOLVPYSXQKIZGMNRUTDHBAFE,VQHNRPFOSADUBTGKILEMYZJX,UIBNVDOHEFQMYJSLRTKXGZAP,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,32,Hubert,twoCued,0,left,3,"[1, 2]",I,0,9,I,1,1,0,0,Q,0,9,Q,1,2,1,0,-999,-999,-999,-999,-999,-999,-999,-999,VFTUOHYAPSNRJMKQEZLDIBGX,GBJFMKHRZIETLYOSVNAXPDQU,ORDSLXBEVQMHYPUTKJFZANGI,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,1,1,1
main,33,Hubert,allCued,0,left,3,"[1, 2, 0]",N,0,8,E,0,1,0,1,S,0,8,T,0,2,1,1,D,0,8,G,0,0,2,1,RTOYZIBNGDSKAEVHQXUFPMLJ,YKDSFJHOENRLTAZIVBQPMUGX,EXLJVGAQTSNBMFPIOYRZDKHU,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,34,Hubert,twoCued,0,left,3,"[0, 1]",M,0,9,M,1,0,0,0,Y,0,9,T,0,1,1,10,-999,-999,-999,-999,-999,-999,-999,-999,NXITBJUYFMRZLQKHSEVOPDGA,DPGIFUMQHTZSVKLJERAYNOXB,RFELMDGHYPKJTOVZBQUASIXN,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,0,NA,0.5
main,35,Hubert,allCued,0,left,3,"[2, 0, 1]",E,0,7,Q,0,2,0,12,N,0,7,N,1,0,1,0,O,0,7,L,0,1,2,-3,AMSEDHTNOUJVFLRIKPQZGXBY,TVGROPFLIJKDQHNXSAMYUZEB,NVHBTODQZIMFKSGXUAPELJYR,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,36,Hubert,allCued,0,left,3,"[0, 2, 1]",J,0,7,J,1,0,0,0,X,0,7,U,0,2,1,-1,I,0,7,I,1,1,2,0,VANEQBPJYUHMFXSRIZDTKLGO,PJQFDKSIRGTMXENVZBLOUHAY,VISFPJXURBKHLAYQENTMDZOG,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,0,0.6666666666666666
main,37,Hubert,allCued,0,left,3,"[2, 1, 0]",O,0,9,O,1,2,0,0,V,0,9,V,1,1,1,0,S,0,9,S,1,0,2,0,DRKHATJIXSZEVMBOQLUPNYGF,YPZQTASJIVOGEUHBDXMLKNRF,FTGNJYRZAOHMVSUDIEBLPQKX,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,1,1
main,38,Hubert,twoCued,0,left,3,"[1, 2]",N,0,8,N,1,1,0,0,B,0,8,B,1,2,1,0,-999,-999,-999,-999,-999,-999,-999,-999,QONHTEULIFVDAJRMZGPXBKYS,EHQYIARUNBZGSLOVTDFKXMJP,OLGJIQSVBRAXHMKTFEPNZYUD,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,1,1,1
main,39,Hubert,allCued,0,left,3,"[0, 1, 2]",G,0,8,U,0,0,0,1,D,0,8,D,1,1,1,0,U,0,8,U,1,2,2,0,ZDSEFYBVUGLATNKXIJMQHPRO,FELUBHMPDNJZXIRGYKQSTOVA,ALTIEGXSUZOYBVHFQRJNDKMP,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,1,1,0.6666666666666666
main,40,Hubert,allCued,0,left,3,"[0, 2, 1]",V,0,6,V,1,0,0,0,T,0,6,L,0,2,1,1,E,0,6,E,1,1,2,0,HMFNDXVUGJYQKBOLAESPITRZ,GYOAQMEZVRFISXTBNUHLDKJP,VDRZGPLTQSFYMKIBUHXNEAOJ,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,0,0.6666666666666666
main,41,Hubert,twoCued,0,left,3,"[0, 2]",R,0,9,R,1,0,0,0,Z,0,9,Z,1,2,1,0,-999,-999,-999,-999,-999,-999,-999,-999,DXTSUNBMPREVOAIJKHFLGZQY,ZRQDHTOSGEPKYVLIUBNXJFMA,FMDOVLURSZEKPQGBXJIYNATH,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,NA,1,1
main,42,Hubert,allCued,0,left,3,"[2, 1, 0]",B,0,7,S,0,2,0,3,Y,0,7,K,0,1,1,5,X,0,7,N,0,0,2,1,ZLDGOJYNXPIFESUBAHKTRVQM,RNSPGFUKBLAXYVZJDOTEQHMI,KHNZFTYSOQBUMGAXDRLIJPEV,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,0,0,0,0
main,43,Hubert,allCued,0,left,3,"[2, 1, 0]",G,0,7,L,0,2,0,-5,L,0,7,N,0,1,1,9,R,0,7,R,1,0,2,0,ETIYHDXRGLVNQPZMAOUJSKFB,IMEHXJONRYBSFUAPLGVDKQZT,TMGJVODLERQFKYXAINPZHSBU,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,44,Hubert,twoCued,0,left,3,"[0, 2]",A,0,7,T,0,0,0,1,T,0,7,K,0,2,1,7,-999,-999,-999,-999,-999,-999,-999,-999,YFSRENZTAOMQGBVKDPLHJXUI,VBGKXUIFOZTJDNHSRALYMPEQ,PHULIFZKBAMVEDTGNXYJQSOR,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,0,NA,0,0
main,45,Hubert,twoCued,0,left,3,"[2, 1]",K,0,8,K,1,2,0,0,O,0,8,O,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,NDXEIFSYBZHATRVLQPMKUGOJ,XVFANUYHOIQZDRLPKJGMTBES,QRDZYSAVKLMFUJBHPENXTGIO,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,1,1,1
main,46,Hubert,allCued,0,left,3,"[1, 0, 2]",Y,0,10,V,0,1,0,-2,Y,0,10,Y,1,0,1,0,P,0,10,P,1,2,2,0,DZHRAJOMFKYSLGPEQBIXNTUV,UMTFBJKOYHVDQZSXGPILNREA,AFRXBJNZSTPGMYVKODQLUIEH,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,1,0.6666666666666666
main,47,Hubert,twoCued,0,left,3,"[0, 2]",F,0,10,L,0,0,0,1,V,0,10,R,0,2,1,1,-999,-999,-999,-999,-999,-999,-999,-999,XRMDZPJQVYLFKOTBEIUSAGHN,EZFDIYBJSLRHANVXOGKQUTMP,DASTNXYEUJRVBFZGIQMLPOKH,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,0,NA,0,0
main,48,Hubert,allCued,0,left,3,"[2, 0, 1]",K,0,7,B,0,2,0,4,V,0,7,V,1,0,1,0,J,0,7,J,1,1,2,0,YTIKSJLVGFOEHBADZXQNUMPR,HVKDFMRJQTANYGLXBSEOPIZU,ZSVLNGPBTQRKYJEDFHOMAIXU,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,1,0,0.6666666666666666
main,49,Hubert,twoCued,0,left,3,"[2, 0]",N,0,9,N,1,2,0,0,E,0,9,E,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,NAGYKFZMOEVQJBPIDXHLSTRU,AMFLJHPTNKYGBIEVOSQUXDRZ,SHKDVAFPLNMGBOYRTZXEUQIJ,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,1,NA,1,1
main,50,Hubert,allCued,0,left,3,"[2, 0, 1]",P,0,8,X,0,2,0,-1,E,0,8,E,1,0,1,0,X,0,8,D,0,1,2,1,GHDVPSANEYXMROBLQKUFIJTZ,PLZNFRTODXYEIASKVUJMBQGH,JKENVOUPXLMTAQRZSFHYGDBI,0,Hubert_14Jun2018_15-56_140soams.txt,140,3,1,0,0,0.3333333333333333
main,51,Hubert,twoCued,0,left,3,"[2, 1]",B,0,7,B,1,2,0,0,E,0,7,E,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,-999,ROBGHDUESZLYMFJPVTINQXAK,ISOBZYVEHDJALRTNQXPGUFKM,RUSGJIKBNDVTOEHPMXYQAZLF,0,Hubert_14Jun2018_15-56_140soams.txt,140,2,NA,1,1,1
